wordID,word,pos,definition
3814,nirvana,n.,"In the Buddhist system of religion, the final emancipation of the soul from transmigration, and consequently a beatific enfrachisement from the evils of wordly existence, as by annihilation or absorption into the divine"
3815,nitrogen,n.,"A colorless nonmetallic element, tasteless and odorless, comprising four fifths of the atmosphere by volume"
3816,no,a.,Not any
3817,noble,superl.,"Possessing eminence, elevation, dignity, etc"
3818,nobody,n.,No person
3819,node,n.,"A knot, a knob"
3820,noise,n.,Sound of any kind
3821,nominated,imp. & p. p.,of Nominate
3822,nomination,n.,The act of naming or nominating
3823,non,a.,No
3824,none,a.,No one
3825,noon,a.,No
3826,nor,conj.,"A negative connective or particle, introducing the second member or clause of a negative proposition, following neither, or not, in the first member or clause (as or in affirmative propositions follows either)"
3827,norm,a.,A rule or authoritative standard
3828,normal,a.,"According to an established norm, rule, or principle"
3829,normally,adv.,In a normal manner
3830,norman,n.,"A wooden bar, or iron pin"
3831,north,n.,"That one of the four cardinal points of the compass, at any place, which lies in the direction of the true meridian, and to the left hand of a person facing the east"
3832,northeast,n.,"The point between the north and east, at an equal distance from each"
3833,northern,a.,Of or pertaining to the north
3834,northwest,n.,"The point in the horizon between the north and west, and equally distant from each"
3835,norwegian,a.,"Of or pertaining to Norway, its inhabitants, or its language"
3836,nose,n.,The prominent part of the face or anterior extremity of the head containing the nostrils and olfactory cavities
3837,not,0,Wot not
3838,note,v. t.,To butt
3839,noted,imp. & p. p.,of Note
3840,notebook,n.,A book in which notes or memorandums are written
3841,nothing,n.,Not anything
3842,notice,n.,"The act of noting, remarking, or observing"
3843,noticed,imp. & p. p.,of Notice
3844,notification,n.,"The act of notifying, or giving notice"
3845,notified,imp. & p. p.,of Notify
3846,notify,v. t.,To make known
3847,notion,0,Mental apprehension of whatever may be known or imagined
3848,novel,a.,Of recent origin or introduction
3849,novelty,n.,The quality or state of being novel
3850,november,n.,"The eleventh month of the year, containing thirty days"
3851,now,adv.,At the present time
3852,nowhere,adv.,Not anywhere
3853,nuclear,a.,Of or pertaining to a nucleus
3854,nude,a.,Bare
3855,nudity,n.,The quality or state of being nude
3856,null,a.,Of no legal or binding force or validity
3857,number,n.,That which admits of being counted or reckoned
3858,numbers,n.,pl
3859,numeric,n.,Alt
3860,numerical,n.,Belonging to number
3861,numerous,a.,Consisting of a great number of units or individual objects
3862,nurse,n.,One who nourishes
3863,nursing,p. pr. & vb. n.,of Nurse
3864,nursery,n.,The act of nursing
3865,nut,n.,"The fruit of certain trees and shrubs (as of the almond, walnut, hickory, beech, filbert, etc"
3866,nutrition,n.,"In the broadest sense, a process or series of processes by which the living organism as a whole (or its component parts or organs) is maintained in its normal condition of life and growth"
3867,nutritional,a.,Of or pertaining to nutrition
3868,ny,0,Not I
3869,o,0,"O, the fifteenth letter of the English alphabet, derives its form, value, and name from the Greek O, through the Latin"
3870,oak,n.,Any tree or shrub of the genus Quercus
3871,oasis,n.,"A fertile or green spot in a waste or desert, esp"
3872,obesity,n.,The state or quality of being obese
3873,obituaries,pl. ,of Obituary
3874,object,v. t.,To set before or against
3875,objective,a.,Of or pertaining to an object
3876,obligation,n.,The act of obligating
3877,observation,n.,The act or the faculty of observing or taking notice
3878,observed,imp. & p. p.,of Observe
3879,observe,v. t.,To take notice of by appropriate conduct
3880,observer,n.,"One who observes, or pays attention to, anything"
3881,obtained,imp. & p. p.,of Obtain
3882,obtaining,p. pr. & vb. n.,of Obtain
3883,obtain,v. t.,To hold
3884,obvious,a.,Opposing
3885,occasion,n.,"A falling out, happening, or coming to pass"
3886,occasional,a.,Of or pertaining to an occasion or to occasions
3887,occasionally,adv.,In an occasional manner
3888,occupation,n.,The act or process of occupying or taking possession
3889,occupied,imp. & p. p.,of Occupy
3890,occurred,imp. & p. p.,of Occur
3891,occurring,p. pr. & vb. n.,of Occur
3892,occur,v. i.,To meet
3893,occurrence,n.,A coming or happening
3894,ocean,n.,The whole body of salt water which covers more than three fifths of the surface of the globe
3895,october,n.,"The tenth month of the year, containing thirty-one days"
3896,odd,superl.,"Not paired with another, or remaining over after a pairing"
3897,odds,a.,Difference in favor of one and against another
3898,oe,0,"a diphthong, employed in the Latin language, and thence in the English language, as the representative of the Greek diphthong oi"
3899,of,prep.,"In a general sense, from, or out from"
3900,off,adv.,"In a general sense, denoting from or away from"
3901,offense,n.,Alt
3902,offensive,a.,Giving offense
3903,offered,imp. & p. p.,of Offer
3904,offering,p. pr. & vb. n.,of Offer
3905,offer,v. t.,"To present, as an act of worship"
3906,office,n.,"That which a person does, either voluntarily or by appointment, for, or with reference to, others"
3907,officer,n.,One who holds an office
3908,official,n.,Of or pertaining to an office or public trust
3909,officially,adv.,By the proper officer
3910,offset,n.,"In general, that which is set off, from, before, or against, something"
3911,offshore,a.,From the shore
3912,often,adv.,Frequently
3913,oh,interj.,"An exclamation expressing various emotions, according to the tone and manner, especially surprise, pain, sorrow, anxiety, or a wish"
3914,oil,n.,"Any one of a great variety of unctuous combustible substances, not miscible with water"
3915,old,n.,Open country
3916,olive,n.,"A tree (Olea Europaea) with small oblong or elliptical leaves, axillary clusters of flowers, and oval, one-seeded drupes"
3917,oliver,n.,An olive grove
3918,olympic,a.,"Of or pertaining to Olympus, a mountain of Thessaly, fabled as the seat of the gods, or to Olympia, a small plain in Elis"
3919,omega,n.,The last letter of the Greek alphabet
3920,on,prep.,"The general signification of on is situation, motion, or condition with respect to contact or support beneath"
3921,once,adv.,By limitation to the number one
3922,one,a.,"Being a single unit, or entire being or thing, and no more"
3923,ones,adv.,Once
3924,ongoing,n.,The act of going forward
3925,onion,n.,A liliaceous plant of the genus Allium (A
3926,only,a.,One alone
3927,onto,prep.,On the top of
3928,oo,a.,One
3929,open,a.,Free of access
3930,opened,imp. & p. p.,of Open
3931,opening,p. pr. & vb. n.,of Open
3932,opera,n.,"A drama, either tragic or comic, of which music forms an essential part"
3933,operated,imp. & p. p.,of Operate
3934,operating,p. pr. & vb. n.,of Operate
3935,operate,v. i.,To perform a work or labor
3936,operation,n.,The act or process of operating
3937,operator,n.,"One who, or that which, operates or produces an effect"
3938,opinion,n.,That which is opined
3939,opponent,a.,Situated in front
3940,opportunities,pl. ,of Opportunity
3941,opportunity,n.,Fit or convenient time
3942,opposed,imp. & p. p.,of Oppose
3943,opposite,a.,Placed over against
3944,opposition,n.,The act of opposing
3945,optical,a.,Of or pertaining to vision or sight
3946,optics,n.,"That branch of physical science which treats of the nature and properties of light, the laws of its modification by opaque and transparent bodies, and the phenomena of vision"
3947,option,n.,The power of choosing
3948,optional,a.,Involving an option
3949,or,conj.,A particle that marks an alternative
3950,oracle,n.,"The answer of a god, or some person reputed to be a god, to an inquiry respecting some affair or future event, as the success of an enterprise or battle"
3951,oral,a.,"Uttered by the mouth, or in words"
3952,orange,n.,The fruit of a tree of the genus Citrus (C
3953,orbit,n.,The path described by a heavenly body in its periodical revolution around another body
3954,orchestra,n.,The space in a theater between the stage and the audience
3955,order,n.,Regular arrangement
3956,ordered,imp. & p. p.,of Order
3957,ordering,p pr. & vb. n.,of Order
3958,ordinance,n.,Orderly arrangement
3959,ordinary,a.,According to established order
3960,organ,n.,"An instrument or medium by which some important action is performed, or an important end accomplished"
3961,organic,a.,"Of or pertaining to an organ or its functions, or to objects composed of organs"
3962,organization,n.,The act of organizing
3963,organized,imp. & p. p.,of Organize
3964,organizing,p. pr. & vb. n.,of Organize
3965,organize,v. t.,To furnish with organs
3966,organizer,n.,One who organizes
3967,orgasm,n.,Eager or immoderate excitement or action
3968,orgy,n.,A frantic revel
3969,oriental,a.,Of or pertaining to the orient or east
3970,orientation,n.,The act or process of orientating
3971,origin,n.,The first existence or beginning of anything
3972,original,a.,Pertaining to the origin or beginning
3973,originally,adv.,"In the original time, or in an original manner"
3974,orleans,n.,"A cloth made of worsted and cotton, -- used for wearing apparel"
3975,os,n.,A bone
3976,other,conj.,Either
3977,otherwise,adv.,In a different manner
3978,ought,n. & adv.,See Aught
3979,out,a.,"In its original and strict sense, out means from the interior of something"
3980,outcome,n.,"That which comes out of, or follows from, something else"
3981,outdoor,a.,"Being, or done, in the open air"
3982,outdoors,adv.,Abread
3983,outer,a.,Being on the outside
3984,outlet,n.,The place or opening by which anything is let out
3985,outline,n.,The line which marks the outer limits of an object or figure
3986,outlined,imp. & p. p.,of Outline
3987,outlook,v. t.,To face down
3988,output,n.,"The amount of coal or ore put out from one or more mines, or the quantity of material produced by, or turned out from, one or more furnaces or mills, in a given time"
3989,outreach,v. t.,To reach beyond
3990,outside,n.,The external part of a thing
3991,outstanding,a.,That stands out
3992,oval,a.,Of or pertaining to eggs
3993,oven,n.,"A place arched over with brick or stonework, and used for baking, heating, or drying"
3994,over,prep.,"Above, or higher than, in place or position, with the idea of covering"
3995,overall,adv.,Everywhere
3996,overcome,p. p.,of Overcome
3997,overhead,adv.,Aloft
3998,overnight,n.,The fore part of the night last past
3999,overseas,adv.,Over the sea
4000,overview,n.,An inspection or overlooking
4001,owen,a.,Own
4002,own,v. t.,To grant
4003,owned,imp. & p. p.,of Own
4004,owner,n.,One who owns
4005,ownership,n.,The state of being an owner
4006,oxford,a.,"Of or pertaining to the city or university of Oxford, England"
4007,oxide,n.,"A binary compound of oxygen with an atom or radical, or a compound which is regarded as binary"
4008,oxygen,n.,"A colorless, tasteless, odorless, gaseous element occurring in the free state in the atmosphere, of which it forms about 23 per cent by weight and about 21 per cent by volume, being slightly heavier than nitrogen"
4009,ozone,n.,"A colorless gaseous substance (O/) obtained (as by the silent discharge of electricity in oxygen) as an allotropic form of oxygen, containing three atoms in the molecule"
4010,p,0,"the sixteenth letter of the English alphabet, is a nonvocal consonant whose form and value come from the Latin, into which language the letter was brought, through the ancient Greek, from the Phoenician, its probable origin being Egyptian"
4011,pa,n.,A shortened form of Papa
4012,pac,n.,"A kind of moccasin, having the edges of the sole turned up and sewed to the upper"
4013,pace,n.,A single movement from one foot to the other in walking
4014,pacific,a.,Of or pertaining to peace
